order_id,order_date,category,region,channel,unit_price,quantity,discount_pct,revenue,cost,profit
2662,2024-10-22,Clothing,East,In-Store,23.07,2,5,43.83,24.75,19.08
1601,2024-10-22,Groceries,Central,In-Store,7.72,4,5,29.34,15.88,13.46
100,2024-10-22,Electronics,Central,Online,332.3,1,10,299.07,181.53,117.54
218,2024-10-22,Clothing,South,Online,87.14,3,10,235.28,151.18,84.1
3392,2024-10-22,Electronics,West,In-Store,204.09,5,10,918.41,570.84,347.57
3256,2024-10-23,Groceries,Central,Online,7.47,3,20,17.93,13.35,4.58
1464,2024-10-23,Electronics,North,Online,298.67,1,5,283.74,177.04,106.7
4832,2024-10-23,Books,North,In-Store,14.5,6,15,73.95,55.4,18.55
4727,2024-10-23,Groceries,North,In-Store,17.71,2,5,33.65,23.79,9.86
55,2024-10-23,Furniture,West,Online,82.32,1,0,82.32,46.36,35.96
3602,2024-10-23,Toys,Central,Online,57.35,5,5,272.41,160.41,112.0
3873,2024-10-24,Groceries,West,Online,10.04,5,15,42.67,32.43,10.24
3252,2024-10-24,Electronics,West,In-Store,452.29,6,10,2442.37,1623.31,819.06
654,2024-10-24,Electronics,East,Online,227.98,5,15,968.91,685.76,283.15
301,2024-10-24,Electronics,Central,Online,481.54,3,0,1444.62,895.7,548.92
4360,2024-10-24,Sports,Central,Online,56.02,1,15,47.62,31.34,16.28
3061,2024-10-24,Electronics,South,Online,240.2,6,5,1369.14,766.07,603.07
841,2024-10-24,Clothing,East,In-Store,79.52,3,10,214.7,136.09,78.61
3781,2024-10-24,Clothing,East,Online,37.35,5,5,177.41,119.0,58.41
3359,2024-10-24,Clothing,North,Online,57.41,3,0,172.23,119.44,52.79
2069,2024-10-24,Sports,West,In-Store,33.1,3,0,99.3,55.73,43.57
1287,2024-10-25,Sports,South,In-Store,125.07,1,5,118.82,71.65,47.17
1831,2024-10-25,Furniture,East,In-Store,644.2,2,0,1288.4,801.22,487.18
2269,2024-10-25,Clothing,Central,In-Store,32.75,1,0,32.75,16.63,16.12
3242,2024-10-25,Clothing,Central,In-Store,53.14,3,0,159.42,110.95,48.47
1303,2024-10-25,Groceries,Central,Online,37.22,6,0,223.32,138.89,84.43
2815,2024-10-26,Electronics,South,Online,229.9,6,0,1379.4,772.26,607.14
2897,2024-10-26,Electronics,East,Online,185.81,3,0,557.43,366.37,191.06
2198,2024-10-26,Clothing,North,In-Store,78.25,4,0,313.0,217.2,95.8
2167,2024-10-26,Groceries,Central,Online,5.66,6,0,33.96,17.3,16.66
1730,2024-10-26,Furniture,North,Online,485.53,5,5,2306.27,1310.4,995.87
1304,2024-10-26,Sports,North,Online,22.9,4,20,73.28,61.11,12.17
4052,2024-10-27,Electronics,North,Online,65.39,3,5,186.36,132.41,53.95
2503,2024-10-27,Sports,South,Online,90.25,5,15,383.56,312.34,71.22
2672,2024-10-27,Toys,South,In-Store,33.71,1,0,33.71,22.99,10.72
4883,2024-10-27,Sports,Central,Online,33.2,3,5,94.62,65.38,29.24
2057,2024-10-27,Furniture,North,Online,234.4,5,10,1054.8,788.8,266.0
413,2024-10-27,Clothing,West,In-Store,131.92,4,0,527.68,355.47,172.21
4399,2024-10-27,Groceries,West,Online,9.16,6,0,54.96,37.54,17.42
2278,2024-10-28,Sports,East,In-Store,19.86,3,0,59.58,40.67,18.91
1018,2024-10-28,Books,South,In-Store,3.4,2,5,6.46,3.74,2.72
1770,2024-10-28,Electronics,West,Online,236.37,5,5,1122.76,723.31,399.45
4985,2024-10-29,Toys,West,Online,105.33,6,0,631.98,322.41,309.57
4302,2024-10-29,Groceries,North,Online,24.11,4,15,81.97,61.64,20.33
946,2024-10-29,Electronics,West,In-Store,152.12,4,0,608.48,314.56,293.92
1308,2024-10-29,Toys,North,Online,47.19,1,15,40.11,31.28,8.83
1031,2024-10-29,Groceries,North,Online,9.46,5,15,40.21,24.13,16.08
1373,2024-10-29,Electronics,North,In-Store,214.46,5,0,1072.3,689.87,382.43
3984,2024-10-29,Groceries,East,Online,41.61,6,0,249.66,174.74,74.92
4697,2024-10-29,Toys,North,Online,13.56,5,5,64.41,38.14,26.27
4781,2024-10-29,Groceries,South,In-Store,38.01,5,5,180.55,105.18,75.37
918,2024-10-30,Furniture,East,Online,668.65,6,5,3811.3,2391.66,1419.64
366,2024-10-30,Electronics,West,Online,138.39,6,0,830.34,438.32,392.02
3500,2024-10-30,Clothing,South,In-Store,112.19,4,0,448.76,245.82,202.94
152,2024-10-30,Groceries,Central,Online,21.08,2,0,42.16,21.63,20.53
4816,2024-10-30,Electronics,West,In-Store,136.84,5,0,684.2,361.56,322.64
602,2024-10-30,Electronics,West,Online,373.26,3,0,1119.78,682.11,437.67
128,2024-10-30,Groceries,West,Online,12.83,3,5,36.57,26.05,10.52
2907,2024-10-30,Clothing,South,Online,26.92,1,0,26.92,16.01,10.91
3414,2024-10-30,Electronics,East,Online,120.79,3,10,326.13,230.73,95.4
4195,2024-10-30,Furniture,North,In-Store,1002.36,6,10,5412.74,3729.31,1683.43
3566,2024-10-30,Electronics,North,Online,165.98,5,0,829.9,421.37,408.53
3574,2024-10-30,Sports,West,Online,82.77,6,0,496.62,258.08,238.54
2349,2024-10-30,Electronics,South,Online,606.99,4,5,2306.56,1302.95,1003.61
4347,2024-10-30,Groceries,North,Online,12.53,4,5,47.61,26.62,20.99
2861,2024-10-30,Furniture,Central,In-Store,827.06,6,0,4962.36,3081.54,1880.82
4701,2024-10-30,Clothing,South,Online,29.36,5,15,124.78,91.23,33.55
313,2024-10-30,Furniture,East,Online,471.67,1,10,424.5,279.2,145.3
4998,2024-10-30,Electronics,North,Online,210.84,4,0,843.36,581.57,261.79
4467,2024-10-31,Clothing,South,Online,18.86,3,5,53.75,33.42,20.33
3339,2024-10-31,Groceries,South,Online,24.57,4,15,83.54,55.6,27.94
404,2024-10-31,Electronics,South,Online,433.13,1,0,433.13,261.47,171.66
895,2024-10-31,Clothing,East,In-Store,25.6,1,0,25.6,17.04,8.56
2508,2024-10-31,Clothing,West,Online,0.38,2,10,0.68,0.5,0.18
3769,2024-10-31,Sports,Central,Online,19.99,5,0,99.95,52.9,47.05
1906,2024-10-31,Clothing,Central,Online,25.91,6,10,139.91,101.57,38.34
4960,2024-10-31,Electronics,East,Online,213.12,2,10,383.62,233.78,149.84
3324,2024-10-31,Electronics,West,In-Store,262.26,2,0,524.52,363.12,161.4
3881,2024-10-31,Groceries,South,In-Store,10.43,3,20,25.03,18.31,6.72
1012,2024-11-01,Groceries,West,Online,15.58,4,10,56.09,42.87,13.22
1960,2024-11-01,Furniture,Central,Online,213.68,6,0,1282.08,664.01,618.07
2767,2024-11-01,Electronics,West,Online,1069.45,1,0,1069.45,677.51,391.94
2530,2024-11-01,Furniture,North,Online,610.49,5,0,3052.45,1816.83,1235.62
1635,2024-11-02,Electronics,West,Online,608.98,5,0,3044.9,1716.85,1328.05
4214,2024-11-03,Sports,South,Online,84.34,1,10,75.91,54.11,21.8
601,2024-11-03,Sports,South,In-Store,135.51,6,20,650.45,470.19,180.26
4989,2024-11-03,Toys,Central,Online,76.26,2,0,152.52,104.55,47.97
2621,2024-11-03,Toys,East,Online,55.36,4,10,199.3,125.86,73.44
2450,2024-11-03,Sports,West,Online,108.42,2,10,195.16,126.07,69.09
1835,2024-11-03,Books,East,Online,53.1,2,20,84.96,60.42,24.54
1467,2024-11-03,Groceries,Central,In-Store,13.18,5,0,65.9,39.45,26.45
81,2024-11-03,Sports,North,Online,32.54,1,0,32.54,20.09,12.45
165,2024-11-03,Electronics,South,In-Store,177.13,1,5,168.27,111.65,56.62
1035,2024-11-04,Groceries,North,In-Store,17.36,2,0,34.72,19.54,15.18
2213,2024-11-04,Groceries,Central,Online,5.69,3,5,16.22,10.93,5.29
1798,2024-11-04,Sports,West,In-Store,8.15,5,0,40.75,21.59,19.16
745,2024-11-04,Furniture,North,In-Store,289.97,1,15,246.47,154.15,92.32
1291,2024-11-04,Sports,West,In-Store,90.71,3,0,272.13,160.45,111.68
2431,2024-11-04,Groceries,North,Online,12.62,3,0,37.86,25.29,12.57
4717,2024-11-04,Clothing,West,Online,46.02,5,10,207.09,137.21,69.88
2743,2024-11-04,Books,East,Online,45.2,2,5,85.88,49.25,36.63
4470,2024-11-04,Toys,Central,Online,82.75,2,0,165.5,88.53,76.97
2930,2024-11-04,Groceries,North,Online,11.23,1,15,9.55,5.93,3.62
2481,2024-11-04,Sports,South,Online,146.99,2,10,264.58,175.02,89.56
2155,2024-11-05,Electronics,West,Online,192.09,4,0,768.36,472.88,295.48
2202,2024-11-05,Sports,East,Online,60.31,1,5,57.29,30.63,26.66
1240,2024-11-05,Groceries,Central,Online,22.48,3,10,60.7,34.9,25.8
3576,2024-11-05,Electronics,South,Online,138.14,6,5,787.4,531.54,255.86
4122,2024-11-05,Electronics,West,Online,157.62,2,0,315.24,158.28,156.96
216,2024-11-05,Clothing,West,Online,43.51,2,0,87.02,58.34,28.68
2683,2024-11-05,Sports,Central,In-Store,149.44,6,10,806.98,578.53,228.45
3325,2024-11-05,Clothing,East,Online,40.32,6,15,205.63,164.72,40.91
2600,2024-11-06,Sports,North,In-Store,46.88,3,0,140.64,76.65,63.99
3049,2024-11-06,Groceries,South,Online,33.83,2,0,67.66,42.71,24.95
259,2024-11-06,Groceries,North,Online,22.31,6,0,133.86,92.46,41.4
2248,2024-11-07,Sports,South,In-Store,111.49,2,5,211.83,115.74,96.09
4327,2024-11-07,Electronics,Central,Online,413.92,5,15,1759.16,1154.61,604.55
4503,2024-11-07,Sports,West,Online,135.68,6,0,814.08,457.07,357.01
4471,2024-11-07,Sports,Central,In-Store,20.23,4,5,76.87,45.99,30.88
1122,2024-11-08,Electronics,North,Online,57.78,4,15,196.45,123.04,73.41
4830,2024-11-08,Books,North,Online,9.21,5,0,46.05,30.54,15.51
4102,2024-11-08,Clothing,Central,In-Store,36.94,5,0,184.7,92.47,92.23
4852,2024-11-08,Furniture,South,Online,379.97,4,0,1519.88,880.54,639.34
4670,2024-11-09,Books,South,In-Store,6.35,3,0,19.05,11.31,7.74
101,2024-11-09,Toys,West,Online,36.43,2,0,72.86,43.59,29.27
3774,2024-11-09,Clothing,Central,Online,41.37,1,10,37.23,24.05,13.18
4001,2024-11-09,Clothing,Central,Online,13.2,5,5,62.7,43.78,18.92
4298,2024-11-09,Groceries,West,In-Store,23.94,4,5,90.97,65.71,25.26
3503,2024-11-09,Clothing,West,In-Store,9.37,2,10,16.87,11.34,5.53
2970,2024-11-10,Clothing,West,Online,68.05,3,20,163.32,110.17,53.15
1056,2024-11-10,Furniture,North,In-Store,3.93,5,0,19.65,11.86,7.79
2309,2024-11-10,Electronics,North,Online,404.6,1,5,384.37,250.59,133.78
2858,2024-11-10,Sports,Central,Online,33.32,3,0,99.96,63.09,36.87
207,2024-11-11,Clothing,South,Online,54.88,1,0,54.88,33.49,21.39
2955,2024-11-11,Sports,Central,Online,86.62,5,5,411.44,274.99,136.45
3305,2024-11-11,Groceries,South,Online,20.39,6,0,122.34,78.09,44.25
3088,2024-11-11,Books,West,Online,15.72,3,5,44.8,25.61,19.19
2754,2024-11-11,Groceries,Central,In-Store,19.68,1,10,17.71,9.96,7.75
4031,2024-11-11,Electronics,North,Online,147.8,2,0,295.6,191.27,104.33
374,2024-11-11,Groceries,South,Online,7.78,3,0,23.34,14.23,9.11
3220,2024-11-12,Groceries,East,In-Store,15.3,4,0,61.2,32.83,28.37
3947,2024-11-12,Books,Central,Online,6.4,4,20,20.48,16.89,3.59
4268,2024-11-12,Sports,South,In-Store,13.11,1,0,13.11,6.84,6.27
4831,2024-11-12,Sports,South,Online,23.35,2,15,39.7,24.99,14.71
2356,2024-11-12,Groceries,Central,In-Store,65.45,1,10,58.91,41.17,17.74
1873,2024-11-12,Sports,East,In-Store,52.01,4,0,208.04,115.26,92.78
984,2024-11-12,Electronics,Central,In-Store,197.48,5,20,789.92,525.26,264.66
4139,2024-11-12,Clothing,South,Online,38.11,4,0,152.44,95.44,57.0
2570,2024-11-12,Clothing,West,Online,62.38,5,0,311.9,164.68,147.22
29,2024-11-13,Electronics,East,In-Store,360.26,4,10,1296.94,767.05,529.89
4817,2024-11-13,Sports,East,Online,429.43,2,10,772.97,486.34,286.63
4158,2024-11-13,Books,North,In-Store,43.81,5,5,208.1,134.53,73.57
1750,2024-11-13,Sports,Central,In-Store,55.7,2,0,111.4,59.01,52.39
4250,2024-11-13,Groceries,Central,Online,44.94,2,5,85.39,55.48,29.91
1717,2024-11-13,Clothing,Central,Online,61.61,1,20,49.29,34.5,14.79
4056,2024-11-13,Electronics,North,In-Store,336.77,4,15,1145.02,801.98,343.04
1567,2024-11-13,Sports,Central,Online,15.53,4,20,49.7,34.84,14.86
2342,2024-11-13,Clothing,North,In-Store,37.26,6,20,178.85,152.28,26.57
2854,2024-11-13,Furniture,North,Online,147.4,4,0,589.6,322.99,266.61
4753,2024-11-14,Clothing,East,In-Store,48.54,2,15,82.52,49.82,32.7
2172,2024-11-14,Groceries,North,Online,5.67,3,0,17.01,11.91,5.1
2918,2024-11-14,Groceries,Central,Online,6.68,4,0,26.72,17.27,9.45
1931,2024-11-14,Groceries,Central,In-Store,29.17,6,10,157.52,99.37,58.15
952,2024-11-14,Books,East,Online,11.64,6,10,62.86,40.6,22.26
1365,2024-11-14,Electronics,South,In-Store,226.81,6,0,1360.86,819.83,541.03
2667,2024-11-14,Sports,North,Online,33.78,5,5,160.45,85.84,74.61
1030,2024-11-14,Electronics,North,In-Store,142.25,2,5,270.27,150.98,119.29
798,2024-11-14,Furniture,North,In-Store,677.98,3,0,2033.94,1054.15,979.79
256,2024-11-14,Clothing,West,Online,0.99,6,0,5.94,3.58,2.36
4636,2024-11-15,Groceries,East,In-Store,5.52,1,10,4.97,2.79,2.18
3485,2024-11-15,Electronics,North,In-Store,222.18,2,10,399.92,298.59,101.33
1249,2024-11-15,Electronics,East,Online,84.37,6,0,506.22,350.73,155.49
2109,2024-11-15,Groceries,East,Online,25.79,2,5,49.0,28.38,20.62
2486,2024-11-15,Electronics,North,Online,247.46,4,0,989.84,646.23,343.61
4707,2024-11-15,Sports,South,In-Store,133.51,4,5,507.34,351.84,155.5
1434,2024-11-16,Groceries,West,Online,17.71,5,0,88.55,53.58,34.97
4957,2024-11-16,Groceries,Central,Online,15.39,3,5,43.86,23.54,20.32
884,2024-11-16,Clothing,West,In-Store,2.96,6,10,15.98,9.5,6.48
4953,2024-11-16,Electronics,North,Online,286.63,4,0,1146.52,603.97,542.55
2649,2024-11-16,Electronics,West,In-Store,203.77,5,5,967.91,576.72,391.19
1867,2024-11-16,Electronics,North,Online,43.88,1,0,43.88,26.58,17.3
2477,2024-11-16,Books,Central,Online,33.47,4,10,120.49,84.41,36.08
3643,2024-11-16,Clothing,South,Online,1.63,6,0,9.78,6.49,3.29
737,2024-11-16,Groceries,West,Online,4.33,3,20,10.39,6.73,3.66
1903,2024-11-17,Groceries,West,In-Store,3.95,6,10,21.33,12.96,8.37
1614,2024-11-17,Toys,North,In-Store,16.23,5,5,77.09,52.68,24.41
3879,2024-11-17,Electronics,South,Online,447.49,3,5,1275.35,671.96,603.39
718,2024-11-17,Groceries,North,In-Store,17.13,5,0,85.65,49.62,36.03
3583,2024-11-17,Electronics,Central,Online,308.18,3,5,878.31,550.85,327.46
2250,2024-11-17,Electronics,East,Online,651.33,4,0,2605.32,1631.75,973.57
4627,2024-11-17,Groceries,Central,In-Store,8.9,5,5,42.27,27.83,14.44
4356,2024-11-18,Furniture,Central,In-Store,238.71,2,15,405.81,267.45,138.36
4506,2024-11-18,Groceries,South,Online,25.74,5,10,115.83,66.78,49.05
2171,2024-11-18,Sports,West,Online,111.3,5,0,556.5,361.37,195.13
2785,2024-11-18,Electronics,North,Online,248.05,2,0,496.1,248.36,247.74
3742,2024-11-19,Sports,Central,In-Store,34.5,2,10,62.1,41.62,20.48
381,2024-11-19,Clothing,East,Online,22.03,2,5,41.86,29.52,12.34
2558,2024-11-19,Books,West,In-Store,6.98,1,0,6.98,4.8,2.18
860,2024-11-19,Furniture,Central,Online,571.65,6,0,3429.9,1851.37,1578.53
2462,2024-11-19,Sports,Central,In-Store,25.5,5,10,114.75,88.43,26.32
1550,2024-11-19,Electronics,South,In-Store,220.07,6,0,1320.42,726.13,594.29
3498,2024-11-19,Clothing,East,Online,24.32,4,15,82.69,57.63,25.06
1310,2024-11-19,Electronics,North,Online,230.93,4,0,923.72,617.48,306.24
4050,2024-11-19,Groceries,North,Online,14.91,2,0,29.82,19.95,9.87
572,2024-11-19,Sports,North,In-Store,27.54,4,0,110.16,70.78,39.38
1715,2024-11-19,Electronics,North,Online,94.77,1,0,94.77,54.61,40.16
2514,2024-11-20,Electronics,East,Online,77.91,4,0,311.64,187.4,124.24
4369,2024-11-20,Clothing,East,Online,21.32,4,0,85.28,53.12,32.16
2263,2024-11-20,Groceries,Central,Online,23.74,6,10,128.2,75.62,52.58
4378,2024-11-21,Groceries,South,Online,20.02,2,5,38.04,20.29,17.75
1299,2024-11-21,Clothing,West,Online,84.16,6,0,504.96,293.2,211.76
3114,2024-11-21,Groceries,East,In-Store,3.98,2,0,7.96,4.11,3.85
4167,2024-11-21,Clothing,Central,Online,15.66,1,5,14.88,8.35,6.53
1716,2024-11-21,Furniture,West,Online,136.82,4,15,465.19,334.53,130.66
4246,2024-11-21,Electronics,South,Online,223.01,6,0,1338.06,737.54,600.52
611,2024-11-21,Sports,East,In-Store,80.16,6,5,456.91,249.68,207.23
2641,2024-11-22,Electronics,North,Online,155.21,2,20,248.34,186.65,61.69
3745,2024-11-22,Furniture,West,Online,325.27,5,10,1463.71,1020.14,443.57
4704,2024-11-22,Groceries,South,Online,4.5,6,15,22.95,15.75,7.2
4800,2024-11-22,Groceries,East,Online,18.52,6,0,111.12,58.94,52.18
4784,2024-11-22,Electronics,Central,Online,493.8,1,15,419.73,308.9,110.83
1007,2024-11-22,Clothing,North,Online,60.35,3,0,181.05,93.14,87.91
761,2024-11-22,Electronics,West,Online,412.21,2,5,783.2,515.68,267.52
4491,2024-11-22,Groceries,East,In-Store,30.46,5,0,152.3,84.72,67.58
4083,2024-11-22,Sports,West,Online,105.32,4,0,421.28,282.13,139.15
1938,2024-11-23,Clothing,North,Online,84.61,1,5,80.38,58.13,22.25
1804,2024-11-23,Groceries,South,Online,12.37,1,0,12.37,7.98,4.39
2535,2024-11-23,Toys,North,Online,36.84,3,0,110.52,67.04,43.48
1321,2024-11-24,Clothing,South,Online,14.15,2,5,26.88,16.07,10.81
1876,2024-11-24,Clothing,East,In-Store,61.93,3,5,176.5,125.55,50.95
193,2024-11-24,Clothing,East,In-Store,68.13,4,0,272.52,179.04,93.48
317,2024-11-24,Clothing,Central,In-Store,118.9,2,0,237.8,166.32,71.48
4311,2024-11-24,Groceries,South,Online,19.7,5,0,98.5,64.64,33.86
3751,2024-11-24,Electronics,South,Online,345.14,5,15,1466.84,1139.98,326.86
2188,2024-11-24,Groceries,East,Online,6.23,5,5,29.59,15.97,13.62
2776,2024-11-24,Electronics,East,Online,318.55,4,20,1019.36,852.89,166.47
1475,2024-11-25,Groceries,North,Online,7.68,3,0,23.04,14.33,8.71
3395,2024-11-25,Clothing,North,Online,75.72,4,0,302.88,194.75,108.13
4714,2024-11-25,Clothing,South,Online,81.52,3,5,232.33,124.87,107.46
908,2024-11-25,Groceries,Central,Online,13.56,2,0,27.12,18.6,8.52
935,2024-11-25,Clothing,West,Online,59.27,4,10,213.37,129.08,84.29
4320,2024-11-25,Groceries,North,Online,17.61,4,0,70.44,47.96,22.48
704,2024-11-25,Toys,Central,In-Store,4.72,3,0,14.16,8.66,5.5
4418,2024-11-25,Electronics,South,Online,230.0,1,10,207.0,124.48,82.52
3586,2024-11-25,Furniture,Central,Online,344.34,6,5,1962.74,1126.31,836.43
809,2024-11-25,Sports,East,Online,191.29,5,10,860.8,488.87,371.93
3343,2024-11-25,Sports,East,In-Store,181.66,3,5,517.73,331.79,185.94
2350,2024-11-25,Sports,North,Online,241.38,1,5,229.31,132.38,96.93
2443,2024-11-25,Sports,North,In-Store,1.86,2,15,3.16,2.23,0.93
3749,2024-11-25,Furniture,East,In-Store,544.75,3,5,1552.54,1114.32,438.22
3440,2024-11-25,Clothing,North,Online,30.87,5,0,154.35,86.31,68.04
516,2024-11-26,Toys,North,Online,104.86,5,0,524.3,313.99,210.31
1117,2024-11-26,Sports,East,In-Store,29.02,2,15,49.33,32.66,16.67
4696,2024-11-26,Sports,South,Online,29.01,6,10,156.65,103.28,53.37
3407,2024-11-26,Groceries,West,Online,8.52,1,0,8.52,4.57,3.95
3003,2024-11-26,Electronics,Central,Online,102.66,5,10,461.97,289.37,172.6
838,2024-11-26,Clothing,North,In-Store,31.1,1,0,31.1,15.99,15.11
4574,2024-11-26,Groceries,East,In-Store,24.59,3,5,70.08,41.47,28.61
1693,2024-11-27,Clothing,West,In-Store,53.63,3,0,160.89,89.59,71.3
3085,2024-11-27,Groceries,East,Online,16.86,3,0,50.58,30.32,20.26
3194,2024-11-27,Books,West,In-Store,73.84,6,0,443.04,291.42,151.62
427,2024-11-27,Groceries,North,Online,6.34,2,10,11.41,7.35,4.06
3830,2024-11-27,Groceries,East,Online,6.38,6,5,36.37,20.5,15.87
1749,2024-11-27,Groceries,Central,In-Store,7.47,1,0,7.47,5.14,2.33
2772,2024-11-27,Toys,Central,Online,56.96,1,15,48.42,32.78,15.64
2035,2024-11-28,Toys,West,Online,14.88,2,0,29.76,20.62,9.14
4184,2024-11-28,Books,East,In-Store,14.57,1,5,13.84,9.77,4.07
3097,2024-11-28,Clothing,West,Online,30.68,5,5,145.73,92.79,52.94
4673,2024-11-28,Sports,North,Online,49.35,3,10,133.25,82.46,50.79
368,2024-11-28,Furniture,Central,Online,420.26,5,10,1891.17,1065.69,825.48
4623,2024-11-28,Electronics,East,Online,216.74,3,10,585.2,368.09,217.11
1887,2024-11-28,Clothing,South,Online,22.34,6,0,134.04,76.96,57.08
3185,2024-11-28,Groceries,Central,In-Store,4.78,5,5,22.71,14.57,8.14
2412,2024-11-28,Books,West,Online,35.28,2,15,59.98,45.65,14.33
1242,2024-11-28,Sports,Central,In-Store,77.97,5,0,389.85,202.52,187.33
1848,2024-11-28,Electronics,Central,In-Store,158.75,4,10,571.5,359.74,211.76
910,2024-11-29,Groceries,North,Online,1.12,5,5,5.32,3.88,1.44
886,2024-11-29,Groceries,North,In-Store,26.97,5,10,121.36,82.95,38.41
2890,2024-11-29,Sports,South,Online,25.7,2,0,51.4,33.7,17.7
880,2024-11-29,Groceries,West,Online,15.82,6,10,85.43,58.79,26.64
3345,2024-11-29,Groceries,Central,Online,24.69,2,10,44.44,25.31,19.13
876,2024-11-30,Books,West,Online,27.76,2,0,55.52,35.94,19.58
2120,2024-11-30,Groceries,West,Online,19.02,3,0,57.06,31.66,25.4
1084,2024-11-30,Clothing,South,Online,208.22,6,20,999.46,821.05,178.41
3595,2024-11-30,Furniture,North,In-Store,890.36,3,0,2671.08,1693.19,977.89
1216,2024-11-30,Groceries,West,In-Store,13.16,2,0,26.32,16.85,9.47
4395,2024-11-30,Toys,West,Online,20.46,1,0,20.46,13.93,6.53
194,2024-11-30,Electronics,Central,Online,431.27,3,20,1035.05,764.13,270.92
3823,2024-12-01,Electronics,Central,In-Store,259.03,6,0,1554.18,788.59,765.59
2440,2024-12-01,Groceries,South,In-Store,2.02,6,0,12.12,7.2,4.92
1882,2024-12-01,Books,East,Online,27.23,2,0,54.46,35.8,18.66
1204,2024-12-01,Electronics,North,In-Store,323.77,3,15,825.61,616.5,209.11
4133,2024-12-01,Groceries,Central,In-Store,5.94,6,0,35.64,20.41,15.23
1273,2024-12-01,Sports,South,Online,42.58,1,5,40.45,28.32,12.13
1324,2024-12-01,Sports,Central,Online,195.6,1,10,176.04,119.01,57.03
488,2024-12-01,Clothing,North,In-Store,116.08,2,0,232.16,159.31,72.85
36,2024-12-01,Clothing,East,Online,39.25,1,0,39.25,21.17,18.08
3762,2024-12-01,Groceries,East,Online,15.96,1,5,15.16,10.67,4.49
708,2024-12-01,Clothing,West,In-Store,37.76,6,20,181.25,145.76,35.49
1700,2024-12-02,Groceries,Central,In-Store,16.79,5,0,83.95,47.57,36.38
603,2024-12-02,Electronics,West,Online,272.06,2,0,544.12,345.94,198.18
4596,2024-12-02,Groceries,North,Online,14.67,5,20,58.68,45.27,13.41
752,2024-12-02,Furniture,West,Online,200.27,1,0,200.27,126.72,73.55
4274,2024-12-02,Clothing,North,In-Store,145.05,3,0,435.15,281.94,153.21
3232,2024-12-02,Clothing,West,Online,10.95,4,0,43.8,26.14,17.66
4643,2024-12-02,Clothing,West,Online,179.04,4,0,716.16,394.71,321.45
3908,2024-12-02,Clothing,South,Online,49.05,2,0,98.1,52.0,46.1
1025,2024-12-03,Furniture,West,Online,278.58,2,0,557.16,359.02,198.14
2283,2024-12-03,Books,West,In-Store,20.0,3,0,60.0,33.62,26.38
3793,2024-12-03,Toys,East,Online,13.9,4,0,55.6,36.33,19.27
127,2024-12-03,Books,South,Online,20.35,2,10,36.63,20.36,16.27
4011,2024-12-03,Groceries,North,Online,16.89,3,15,43.07,32.41,10.66
3711,2024-12-03,Clothing,East,Online,30.46,2,10,54.83,37.67,17.16
2375,2024-12-04,Books,South,In-Store,22.84,4,5,86.79,51.31,35.48
525,2024-12-04,Electronics,South,Online,87.36,1,15,74.26,54.59,19.67
1387,2024-12-04,Electronics,Central,Online,662.83,5,5,3148.44,2201.04,947.4
2913,2024-12-04,Groceries,Central,Online,2.44,3,0,7.32,3.76,3.56
3228,2024-12-05,Books,North,Online,25.41,2,10,45.74,32.73,13.01
1523,2024-12-05,Groceries,East,In-Store,14.37,1,0,14.37,9.71,4.66
527,2024-12-05,Groceries,South,In-Store,6.83,6,15,34.83,26.88,7.95
1410,2024-12-05,Clothing,North,Online,87.39,6,0,524.34,271.17,253.17
236,2024-12-05,Groceries,West,In-Store,0.32,6,0,1.92,1.14,0.78
1844,2024-12-05,Sports,West,In-Store,78.01,1,0,78.01,41.18,36.83
1177,2024-12-05,Books,East,Online,22.36,4,15,76.02,48.3,27.72
4124,2024-12-06,Groceries,North,Online,16.97,6,15,86.55,65.5,21.05
725,2024-12-06,Groceries,South,In-Store,38.35,6,10,207.09,118.72,88.37
3682,2024-12-06,Electronics,Central,Online,128.16,5,0,640.8,397.3,243.5
2790,2024-12-06,Groceries,North,Online,2.82,3,0,8.46,5.09,3.37
2611,2024-12-06,Toys,North,Online,69.65,2,0,139.3,77.43,61.87
1600,2024-12-06,Sports,North,Online,85.02,1,5,80.77,44.49,36.28
2296,2024-12-06,Electronics,East,Online,213.59,4,0,854.36,535.66,318.7
1562,2024-12-06,Groceries,South,In-Store,12.75,2,0,25.5,13.85,11.65
3994,2024-12-06,Furniture,Central,Online,97.76,3,0,293.28,166.97,126.31
3470,2024-12-07,Clothing,Central,Online,93.86,6,0,563.16,391.98,171.18
3807,2024-12-07,Toys,East,In-Store,45.12,6,10,243.65,176.7,66.95
4912,2024-12-07,Electronics,West,In-Store,149.02,4,0,596.08,394.46,201.62
1256,2024-12-07,Groceries,West,In-Store,50.99,1,0,50.99,34.49,16.5
4563,2024-12-07,Furniture,Central,In-Store,482.04,2,10,867.67,485.69,381.98
4285,2024-12-08,Clothing,Central,Online,109.49,4,10,394.16,269.25,124.91
2965,2024-12-08,Sports,West,Online,108.23,5,0,541.15,370.6,170.55
632,2024-12-08,Groceries,East,In-Store,7.46,6,0,44.76,29.44,15.32
1152,2024-12-09,Electronics,West,In-Store,159.64,4,10,574.7,411.08,163.62
4182,2024-12-09,Clothing,South,Online,42.46,1,10,38.21,23.0,15.21
